,transcriptid
42246,285148
42247,319590
42248,326425
42249,353997
42250,365499
42251,392543
42252,404064
42253,445888
42254,484399
42255,518450
42256,527817
42257,582380
42258,614133
42259,660783
42260,706142
42261,737145
42262,739983
42263,749542
42264,791590
42265,836244
42266,879048
42267,912964
42268,921487
42269,961545
42270,1010166
42271,1058296
42272,1120707
42273,1183249
42274,1257506
42275,1323368
42276,1443025
42277,1548683
42278,1565077
42279,1584233
42280,1645857
42281,1708882
42282,1784560
42283,1839630
42284,2810
42285,2811
42286,11133
42287,14173
42288,17662
42289,28841
42290,41962
42291,53392
42292,54484
42293,67280
42294,73955
42295,86969
42296,111641
42297,127425
42298,154608
42299,607842
42300,646252
42301,666618
42302,680761
42303,691303
42304,730877
42305,782390
42306,810838
42307,852801
42308,897164
42309,943799
42310,947312
42311,977670
42312,1000576
42313,1032167
42314,1076625
42315,1153459
42316,1205940
42317,1272056
42318,1341537
42319,1367674
42320,1412250
42321,1416006
42322,1461678
42323,1540656
42324,1552223
42325,1613305
42326,1617972
42327,1681134
42328,1733957
42329,1801745
42330,1860580
42331,5951
42332,5952
42333,10711
42334,13588
42335,17173
42336,20669
42337,27601
42338,39310
42339,47389
42340,58431
42341,72215
42342,88306
42343,88307
42344,96329
42345,119105
42346,141380
42347,148136
42348,169267
42349,180762
42350,200325
42351,274906
42352,277293
42353,288890
42354,294206
42355,313247
42356,331114
42357,353636
42358,369270
42359,391542
42360,404400
42361,446455
42362,459096
42363,470462
42364,487427
42365,511192
42366,531643
42367,559163
42368,570036
42369,582606
42370,610820
42371,612424
42372,621519
42373,636676
42374,674093
42375,699157
42376,719043
42377,736771
42378,754940
42379,764172
42380,805306
42381,818038
42382,849482
42383,865792
42384,891933
42385,910104
42386,937738
42387,975056
42388,986436
42389,1045168
42390,1075363
42391,1095095
42392,1124754
42393,1210767
42394,1218335
42395,1231012
42396,1269155
42397,1332790
42398,1379917
42399,1409685
42400,1451517
42401,1471591
42402,1544930
42403,1624745
42404,1652974
42405,1724234
42406,1794515
42407,1850813
42408,13021
42409,34632
42410,95235
42411,100145
42412,117912
42413,142690
42414,152023
42415,177757
42416,258514
42417,282580
42420,2463
42421,2464
42422,11282
42423,13855
42424,16478
42425,21125
42426,28281
42427,39847
42428,48973
42429,59147
42430,71446
42431,84083
42432,98541
42433,120898
42434,150128
42435,175765
42436,187280
42437,257010
42438,304685
42439,341087
42440,378738
42441,414006
42442,456858
42443,497533
42444,540964
42445,553504
42446,581437
42447,629527
42448,673291
42449,721159
42450,757262
42451,811673
42452,854531
42453,889599
42454,928991
42455,970154
42456,1021191
42457,1080524
42458,1131896
42459,1186833
42460,1260010
42461,1275317
42462,1344240
42463,1392064
42464,1460670
42465,1474411
42466,1498076
42467,1538766
42468,1569734
42469,1604999
42470,1663574
42471,1739829
42472,1818000
42473,1858012
42536,2555
42537,11122
42538,13327
42539,16592
42540,21012
42541,30917
42542,38181
42543,47553
42544,81390
42550,8523
42551,8525
42552,10250
42553,12918
42554,15789
42555,19919
42556,26399
42557,38051
42558,47418
42559,56927
42560,68608
42561,92452
42562,96469
42563,112089
42564,116062
42565,144119
42566,170077
42567,174921
42568,194494
42569,203497
42570,205574
42571,211938
42572,260207
42573,269404
42574,270341
42575,287773
42576,311349
42577,329798
42578,359446
42579,369960
42580,382932
42581,388406
42582,401615
42583,405301
42584,428922
42585,445821
42586,487100
42587,515640
42588,521488
42589,532070
42590,561632
42591,565043
42592,572973
42593,598359
42594,601236
42595,613357
42596,638918
42597,640903
42598,661906
42599,695014
42600,696143
42601,710208
42602,739558
42603,740187
42604,743225
42605,749669
42606,776946
42607,787844
42608,792434
42609,817403
42610,857080
42611,859243
42612,863974
42613,867736
42614,869450
42615,902119
42616,912126
42617,913057
42618,920413
42619,945806
42620,949276
42621,959697
42622,963967
42623,991271
42624,1011091
42625,1048079
42626,1049568
42627,1059617
42628,1082689
42629,1098056
42630,1107555
42631,1117683
42632,1153621
42633,1178748
42634,1207123
42635,1212737
42636,1215869
42637,1218376
42638,1225426
42639,1233647
42640,1252127
42641,1275512
42642,1295970
42643,1301677
42644,1320162
42645,1341074
42646,1352917
42647,1358268
42648,1359162
42649,1377800
42650,1412210
42651,1438844
42652,1470532
42653,1470946
42654,1485280
42655,1491545
42656,1493676
42657,1508299
42658,1539247
42659,1546660
42660,1551629
42661,1555718
42662,1557275
42663,1577208
42664,1612576
42665,1621209
42666,1623367
42667,1626370
42668,1636965
42669,1643660
42670,1677103
42671,1691010
42672,1704577
42673,1740648
42674,1741822
42675,1755959
42676,1757192
42677,1758478
42678,1762843
42679,1763127
42680,1766679
42681,1767184
42682,1768591
42683,1771330
42684,1779964
42685,1800851
42686,1824167
42687,1832122
42688,1844393
42689,1850923
42691,320
42692,322
42693,12041
42694,15238
42695,17673
42696,23454
42697,31994
42698,42640
42699,55306
42700,59871
42701,72313
42702,5402
42703,5403
42704,11726
42705,14639
42706,16636
42707,20804
42708,27451
42709,39086
42710,49565
42711,58260
42712,70143
42713,82476
42714,101218
42715,121279
42716,296080
42717,7968
42718,10449
42719,13566
42720,16605
42721,21316
42722,988
42723,989
42724,10906
42725,13919
42726,16950
42727,22510
42728,34366
42729,42736
42730,53062
42731,60455
42732,73895
42733,82956
42734,104227
42735,126737
42736,153083
42737,212993
42738,262903
42739,299288
42740,309743
42741,345094
42742,368311
42743,380041
42744,419431
42745,453199
42746,465952
42747,500481
42748,546783
42749,592281
42750,627415
42751,637651
42752,676084
42753,721301
42754,769789
42755,805193
42756,814380
42757,850416
42758,891911
42759,939392
42760,972327
42761,986097
42762,1023071
42763,1069373
42764,1139427
42765,1191844
42766,1210282
42767,1247561
42768,1266100
42769,1331646
42770,1397576
42771,1448737
42772,1465941
42773,1527995
42774,1598253
42775,1654439
42776,1722761
42777,1742234
42778,1848449
42779,1856787
42780,3512
42781,3513
42782,10857
42783,13736
42784,17556
42785,21851
42786,28015
42787,40931
42788,52302
42789,63045
42790,77209
42791,85004
42792,107932
42793,122134
42794,151974
42795,185884
42796,268689
42797,299571
42798,338218
42799,378571
42800,426851
42801,455577
42802,495385
42803,540331
42804,594301
42805,623650
42806,669296
42807,717036
42808,773141
42809,799983
42810,844544
42811,887512
42812,939805
42813,966192
42814,1018557
42815,1066619
42816,1144317
42817,1185035
42818,1258499
42819,1325882
42820,1548766
42821,1552473
42822,1563741
42823,1581250
42824,1667624
42825,1724915
42826,1784385
42827,1841841
42828,7245
42829,10328
42830,12106
42831,13042
42832,16210
42833,21771
42834,26444
42835,45925
42836,47815
42837,62893
42838,73397
42839,82743
42840,96400
42841,127820
42842,134267
42843,150633
42844,180203
42845,192646
42846,211917
42847,277914
42848,304377
42849,315123
42850,317262
42851,333750
42852,349183
42853,356586
42857,94105
42858,113062
42859,128277
42860,157080
42861,268579
42862,305821
42863,347257
42864,387293
42865,430234
42866,445636
42867,502729
42868,550451
42869,597224
42870,632680
42871,681229
42872,727799
42873,778339
42874,808458
42875,830362
42876,854214
42877,896604
42878,947207
42879,986423
42880,1033509
42881,1085089
42882,1160675
42883,1191944
42884,1760554
42917,7106
42918,7107
42919,10417
42920,13516
42921,16049
42922,21023
42923,32554
42924,46715
42925,54623
42926,56872
42927,69388
42928,83676
42929,93061
42930,126056
42931,143915
42932,209141
42933,218749
42934,283384
42935,285977
42936,327763
42937,353709
42938,370909
42939,387196
42940,398372
42941,403135
42942,444213
42943,485288
42944,511663
42945,518514
42946,534202
42947,600228
42948,612214
42949,659002
42950,708797
42951,748134
42952,793714
42953,837846
42954,888058
42955,920075
42956,961524
42957,999303
42958,1011134
42959,1047862
42960,1065300
42961,1114293
42962,1174178
42963,1248751
42964,1325043
42965,1372053
42966,1441884
42967,1504059
42968,1580799
42969,1637460
42970,1701785
42971,1757976
42972,1775194
42973,1840711
42981,8505
42982,15045
42983,20264
42984,40959
42985,60891
42986,75303
42987,86442
42988,110828
42989,129753
42990,155332
42991,205790
42992,282459
42993,303210
42994,345571
42995,388009
42996,436860
42997,462364
42998,501946
42999,552816
43000,564279
43043,4551
43044,4552
43045,10347
43046,13810
43047,17028
43048,20061
43049,30166
43050,42423
43051,51198
43052,108509
43053,140194
43054,148865
43055,181542
43056,260030
43057,292935
43058,336158
43059,372922
43060,417035
43061,449754
43062,492798
43063,534572
43064,584720
43065,664680
43066,709405
43067,1757585
43079,1540
43080,1541
43081,12232
43082,13308
43083,16669
43084,20404
43085,26997
43086,42299
43087,49690
43088,58116
43089,70553
43090,91168
43091,100669
43092,118249
43093,146837
43094,174301
43095,216965
43096,288142
43097,331107
43098,369474
43099,414757
43100,450639
43101,474069
43102,492456
43103,537745
43104,551448
43105,577385
43106,602871
43107,608594
43108,655987
43109,668445
43110,710507
43111,786759
43112,796731
43113,816069
43114,840628
43115,884817
43116,926159
43117,963683
43118,1013529
43119,1036616
43120,1096111
43121,1130943
43122,1154823
43123,1181799
43124,1255834
43125,1322311
43126,1492645
43198,7015
43199,7016
43200,10162
43201,13244
43202,17096
43203,21137
43204,30878
43205,51580
43206,52883
43207,57213
43208,68729
43209,106500
43210,117117
43211,144732
43212,161294
43213,175084
43214,278164
43215,286280
43216,327966
43217,366825
43218,415704
43219,444073
43220,485296
43221,540287
43222,588542
43223,615700
43224,659271
43225,709925
43226,764203
43227,793981
43228,845708
43229,9752
43230,9754
43231,10357
43232,13086
43233,15623
43234,20170
43235,29678
43236,38116
43237,46881
43238,61676
43239,68717
43240,81081
43241,95616
43242,116671
43243,131432
43244,145189
43245,168275
43246,172323
43247,177620
43248,197811
43249,203664
43250,210291
43251,210834
43252,260433
43253,286939
43254,310713
43255,313426
43256,313819
43257,322796
43258,328541
43259,354089
43260,368691
43261,390138
43262,392269
43263,405362
43264,414665
43265,430817
43266,445864
43267,470926
43268,470973
43269,488595
43270,510591
43271,515892
43272,533053
43273,548971
43274,558618
43275,571592
43276,581556
43277,613053
43278,640430
43279,640454
43280,664406
43281,688581
43282,707000
43283,730862
43284,736859
43285,742456
43286,752744
43287,778185
43288,794654
43289,819941
43290,838733
43291,865171
43292,881694
43293,923813
43294,946252
43295,962332
43296,989534
43297,1018541
43298,1066704
43299,1100637
43300,1130232
43301,1132548
43302,1169407
43303,1177005
43304,1215950
43305,1263674
43306,1303577
43307,1323805
43308,1355394
43309,1359698
43310,1377383
43311,1390663
43312,1512893
43313,1521636
43314,1569926
43315,1575309
43316,1643431
43317,1651271
43318,1707451
43319,1751857
43320,1760782
43321,1768016
43322,1771212
43323,1829250
43324,1846238
43326,14026
43327,15786
43328,18123
43329,18125
43330,20329
43331,27691
43332,40340
43333,47444
43334,58561
43335,71290
43336,86535
43337,100640
43338,119146
43339,151089
43340,183775
43341,193261
43342,207683
43343,214035
43344,217015
43345,269421
43346,275740
43347,299832
43348,308461
43349,314614
43350,318199
43351,338359
43352,381825
43353,399928
43354,401558
43355,406668
43356,410226
43357,432823
43358,438268
43359,453878
43360,494864
43361,513339
43362,541865
43363,565659
43364,567983
43365,572698
43366,576527
43367,591208
43368,621365
43369,636544
43370,653021
43371,670135
43372,691608
43373,701310
43374,720452
43375,745987
43376,749355
43377,756218
43378,780066
43379,809248
43380,827485
43381,853259
43382,870941
43383,913291
43384,918121
43385,921022
43386,926012
43387,952244
43388,975007
43389,981762
43390,996333
43391,1026314
43392,1047041
43393,1073676
43394,1089588
43395,1111496
43396,1115869
43397,1123266
43398,1175565
43399,1188405
43400,1214733
43401,1225272
43402,1227985
43403,1268828
43404,1332813
43405,1352913
43406,1367015
43407,1372859
43408,1381556
43409,1391782
43410,1413223
43411,1420984
43412,1451525
43413,1487213
43414,1490155
43415,1490899
43416,1491047
43417,1520330
43418,1551786
43419,1570378
43420,1596541
43421,1616925
43422,1636044
43423,1639251
43424,1650925
43425,1678044
43426,1687740
43427,1734328
43428,1748300
43429,1761550
43430,1762341
43431,1762535
43432,1769019
43433,1770486
43434,1771306
43435,1816888
43436,1822720
43437,1828346
43438,1852884
43439,9359
43440,11793
43441,15673
43442,30323
43443,77640
43444,111592
43445,127536
43446,162395
43447,193118
43448,276226
43449,308694
43450,347502
43451,387756
43452,429246
43453,470984
43454,506473
43455,555198
43456,597235
43457,648044
43458,685520
43459,732624
43460,734561
43461,788006
43462,821516
43463,823374
43464,862535
43465,907999
43466,913786
43467,955497
43468,992370
43469,1038702
43470,1090855
43471,1114727
43472,1171473
43473,1215983
43474,1286660
43475,1353927
43476,1419444
43477,1480450
43478,1520263
43479,1545465
43480,1624253
43481,1695282
43482,1759933
43483,1821378
43495,10187
43496,12826
43497,15551
43498,19668
43499,32170
43500,38226
43501,46454
43502,58634
43503,67976
43504,80205
43505,89530
43506,114236
43507,116496
43508,141745
43509,142737
43510,173531
43511,198492
43512,208734
43513,275662
43514,286045
43515,310490
43516,318883
43517,328089
43518,356315
43519,363992
43520,365495
43521,394049
43522,403166
43523,431692
43524,443959
43525,473660
43526,485029
43527,514279
43528,529214
43529,559560
43530,565671
43531,568671
43532,600077
43533,612028
43534,659097
43535,694296
43536,704528
43537,736901
43538,747729
43539,780386
43540,790012
43541,823563
43542,833978
43543,869311
43544,877186
43545,906963
43546,910597
43547,919318
43548,959673
43549,1008202
43550,1108337
43551,1157156
43552,1172270
43553,1219398
43554,1221430
43555,1285976
43556,1297962
43557,1314776
43558,1353035
43559,1353036
43560,1353040
43561,1353045
43562,1353048
43563,1356819
43564,1431613
43565,1437059
43566,1481706
43567,1502187
43568,1545645
43569,1570892
43570,1619704
43571,1620747
43572,1637126
43573,1678490
43574,1678490
43575,1688780
43576,1755849
43577,1755895
43578,1756616
43579,1758272
43580,1771229
43581,1780681
43582,1820095
43583,1833480
43734,13142
43735,15884
43736,19033
43737,19034
43738,19035
43739,20152
43740,26389
43741,37759
43742,47427
43743,57426
43744,72891
43745,90542
43746,96374
43747,119504
43748,133553
43749,148187
43750,179259
43751,277299
43752,290273
43753,316162
43754,357732
43755,366128
43756,370301
43757,392519
43758,405367
43759,447785
43760,473102
43761,489178
43762,532818
43763,558127
43764,574845
43765,615223
43766,645103
43767,662627
43768,708215
43769,736936
43770,752874
43771,790654
43772,793246
43773,822886
43774,837001
43775,880160
43776,909115
43777,923046
43778,968482
43779,993021
43780,1016527
43781,1066311
43782,1093901
43783,1118292
43784,1181984
43785,1216745
43786,1256559
43787,1321930
43788,1342944
43789,1356254
43790,1374680
43791,1385128
43792,1439835
43793,1481760
43794,1487303
43795,1535328
43796,1582404
43797,1629692
43798,1652157
43799,1658637
43800,1708352
43801,1755765
43802,1758460
43803,1766266
43804,1824798
43805,1832566
43806,1839412
43807,1857471
43810,3354
43811,3355
43812,3356
43813,3357
43814,12008
43815,12864
43816,12870
43817,14297
43818,15939
43819,18428
43820,20129
43821,26395
43822,39900
43823,47436
43824,61200
43825,69080
43826,69321
43827,81760
43828,82022
43829,96988
43830,97019
43831,108838
43832,109737
43833,115306
43834,117689
43835,117867
43836,128951
43837,129869
43838,133237
43839,135848
43840,136889
43841,138741
43842,145500
43843,145702
43844,146186
43845,146660
43846,150947
43847,160474
43848,165251
43849,169563
43850,170634
43851,170700
43852,173328
43853,174638
43854,176792
43855,178398
43856,178792
43857,182624
43858,193684
43859,205930
43860,207165
43861,212356
43862,212585
43863,213784
43864,217203
43865,268604
43866,268685
43867,273719
